kritik dan saran,teks_bersih,klaster,top_keywords,sentimen,skor_sentimen,makna,skor_konstruktif
"tampat duduk yang terlalu berdekatan, mungkin bisa diatur lagi supaya bisa lebih nyaman ditempati",tampat duduk dekat atur lebih nyaman tempat,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",positif,1,bermakna,0
"Tidak disediakan terminal atau tempat untuk terminal, jadinya kabel terminal peserta semrawutaan dimana2",tidak sedia terminal terminal kabel terminal serta semrawutaan mana,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",negatif,-2,bermakna,2
"Terkait ruangan dan fasilitas pelatihan sudah baik. Namun, akan lebih baik apabila kedepannya peserta menggunakan komputer yang sudah disediakan di ruangan untuk pelatihan",kait ruang fasilitas latih baik lebih baik depan serta komputer sedia ruang latih,4,"latih, fasilitas, ruang, fasilitas latih, ruang fasilitas, wifi, sedia, lebih, sangat, nyaman",positif,2,bermakna,0
Untuk wc di unismuh kotor dan tersumbat sya tidk relevan,wc unismuh kotor sumbat sya tidk relevan,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",negatif,-2,bermakna,2
pengaturan tempat duduknya bikin kepala saya capek menengok/ memiringkan kepala karana posisi kursi menyampingi proyektor,atur duduk bikin kepala lelah tengok miring kepala karana posisi kursi samping proyektor,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",negatif,-2,bermakna,1
Wifinya biasa lemot,wifinya lambat berfikir,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",positif,1,bermakna,1
"Ruang kelas sudah terasa nyaman, namun ada beberapa yang masih kurang seperti kurangnya stop kontak untuk charger device, agak sulit mengakses ruang kelas karena sedikit jauh",ruang kelas nyaman kurang kurang henti kontak charger device sulit akses ruang kelas,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",negatif,-5,bermakna,3
Kurang pewangi ruangan,kurang wangi ruang,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",negatif,-1,bermakna,1
"Pemilihan Ruang kelas bisa dikondisikan dengan lantai gedung tidak terlalu tinggi, krn hrus naik tanggal 5 lantai :)",pilih ruang kelas kondisi lantai gedung tidak tanggal lantai,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",negatif,-5,bermakna,2
Mudah-mudahan pelatihan VSGA tetap berlanjut,mudahmudahan latih vsga lanjut,4,"latih, fasilitas, ruang, fasilitas latih, ruang fasilitas, wifi, sedia, lebih, sangat, nyaman",netral,0,bermakna,0
"Kekurang air minum, mohon di lebihkan",kurang air minum lebih,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",negatif,-2,bermakna,1
kebersihan ruangan,bersih ruang,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",negatif,-1,bermakna,0
sebaiknya untuk jangka waktu pelatihan 3 hari lebih baik 70% waktu pelatihannya dilakukan secara praktek,jangka latih lebih baik latih praktek,4,"latih, fasilitas, ruang, fasilitas latih, ruang fasilitas, wifi, sedia, lebih, sangat, nyaman",positif,2,bermakna,0
"bagusss, untuk selanjutnya mungkin bisa di kelompokkan berdasarkan software yang dipake misal Adobe, dan corel agar para peserta dapat mudah mengerjakan tugas yg diberikan",bagusss kelompok dasar software dipake adobe corel serta mudah tugas,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",negatif,-1,bermakna,1
Fasilitas sangat baik dan semoga bisa di bertambah baik lagi kedepan nya,fasilitas sangat baik tambah baik depan,3,"sangat, sangat baik, baik, ajar, materi, ajar sangat, materi sangat, uji, latih, serta",positif,1,bermakna,1
saran dari saya peserta yang mengikuti program pelatihan sebaiknya menjaga kebersihan atau membuang sampah pada tempanya,serta ikut program latih jaga bersih buang sampah tempa,4,"latih, fasilitas, ruang, fasilitas latih, ruang fasilitas, wifi, sedia, lebih, sangat, nyaman",negatif,-2,bermakna,0
Ruangan nyaman cuman agak gelap,ruang nyaman cuma gelap,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",negatif,-2,bermakna,0
Colokan perlu di perbanyak,colok banyak,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",netral,0,bermakna,0
Ruangan pelatihan sangat baik dan bersih.,ruang latih sangat baik bersih,3,"sangat, sangat baik, baik, ajar, materi, ajar sangat, materi sangat, uji, latih, serta",negatif,-1,bermakna,0
Lebih sering mengadakan pelatihan,lebih ada latih,4,"latih, fasilitas, ruang, fasilitas latih, ruang fasilitas, wifi, sedia, lebih, sangat, nyaman",positif,1,bermakna,0
Lebih sering mengadakan pelatihan,lebih ada latih,4,"latih, fasilitas, ruang, fasilitas latih, ruang fasilitas, wifi, sedia, lebih, sangat, nyaman",positif,1,bermakna,0
"Tidak ada, kecuali AC di ruangan dingin sekali bagi saya yang tidak terbiasa terekspos AC",tidak kecuali ac ruang dingin tidak biasa ekspos ac,6,"dingin, ac, ac dingin, kurang dingin, ac kurang, kurang, ruang, dingin ruang, dingin ac, tidak dingin",negatif,-4,bermakna,3
AC yang kadang tidak dingin,ac kadang tidak dingin,6,"dingin, ac, ac dingin, kurang dingin, ac kurang, kurang, ruang, dingin ruang, dingin ac, tidak dingin",netral,0,bermakna,1
Ruangan pelatihan sangat jauh naik keatas,ruang latih sangat atas,4,"latih, fasilitas, ruang, fasilitas latih, ruang fasilitas, wifi, sedia, lebih, sangat, nyaman",negatif,-2,bermakna,0
Posisi duduk bangku peserta sangat berdempetan sehingga mengganggu kenyamanan aktifitas pelatihan,posisi duduk bangku serta sangat dempet ganggu nyaman aktifitas latih,4,"latih, fasilitas, ruang, fasilitas latih, ruang fasilitas, wifi, sedia, lebih, sangat, nyaman",netral,0,bermakna,0
Mohon Ditingkatkan,,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",netral,0,tidak bermakna,0
mohon ditingkatkan,,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",netral,0,tidak bermakna,0
Semoga bisa di kembangkan dengan lebih baik lagi sehingga para mahasiswa ataupun para pelajar lainnya bisa nyaman.,kembang lebih baik mahasiswa ajar nyaman,1,"materi, lebih, baik, lebih baik, ajar, depan, cepat, depan lebih, sampai, sampai materi",positif,3,bermakna,0
Kurangnya terminal listrik,kurang terminal listrik,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",negatif,-2,bermakna,1
Disarankan ditempat yang memadai dan lengkap,saran tempat pada lengkap,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",negatif,-2,bermakna,2
di ruangannya ac kurang dingin kemudian akses ke kelas juga harus naik ke lantai 5 menggunakan tangga,ruang ac kurang dingin akses kelas lantai tangga,6,"dingin, ac, ac dingin, kurang dingin, ac kurang, kurang, ruang, dingin ruang, dingin ac, tidak dingin",negatif,-2,bermakna,2
Ruangannya bisa yg lebih luas,ruang lebih luas,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",positif,1,bermakna,0
Sangat nyaman tapi untuk 30 orang saya sempit tapi ok,sangat nyaman orang sempit,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",netral,0,bermakna,0
terlalu padat,padat,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",netral,0,tidak bermakna,0
Unk pelatihan yang menggunakan wifi agar lebih diperhatiakan sehingga selama proses pelatihan berjalan dengan baik,unk latih wifi lebih diperhatiakan proses latih jalan baik,4,"latih, fasilitas, ruang, fasilitas latih, ruang fasilitas, wifi, sedia, lebih, sangat, nyaman",positif,2,bermakna,0
Mungkin agak kurang luas,kurang luas,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",netral,0,bermakna,1
"Sudah bagus, cuman jaringan internet di lokasi, lalod",bagus cuma jaring internet lokasi lalod,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",netral,0,bermakna,0
"Terlalu padat, mungkin jumlah perkelas dikurangi kedepannya",padat kelas rang depan,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",negatif,-2,bermakna,0
"maaf atas keritikan saya, mungkin ini kritikan mewakili kita semua, tempat sampah tidak disediakan di depan ruangan maupun didalam kelas, saran dari kami adalah semoga pelatihan angkatan selanjutnya tidak mengalami hal yang sama, semoga tempat sampahnya bisa disediakan saja di ruangan atau didepan ruangan agar peserta tidak jauh dari kelas untuk buang sampahnya, terimakasih #thankskominfo🔥🔥🔥",maaf keritikan kritik wakil sampah tidak sedia ruang dalam kelas latih angkat tidak alami sampah sedia ruang depan ruang serta tidak kelas buang sampah thankskominfo,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",negatif,-9,bermakna,5
Lebih safety lagi,lebih safety,1,"materi, lebih, baik, lebih baik, ajar, depan, cepat, depan lebih, sampai, sampai materi",positif,1,bermakna,0
"Untuk ruang belajar junior cyber security kabel proyektornya terkadang longgar, mungkin bisa di ganti",ruang ajar junior cyber security kabel proyektor terkadang longgar ganti,0,"ganti, menu, buah ganti, kursi, menu ganti, buah, ganti ganti, ganti menu, he, isi",netral,0,bermakna,1
"AC yang kurang dingin, ruangan jadi panas",ac kurang dingin ruang panas,6,"dingin, ac, ac dingin, kurang dingin, ac kurang, kurang, ruang, dingin ruang, dingin ac, tidak dingin",negatif,-2,bermakna,2
"AC kurang dingin, kedepannya lebih memperhatikan fasilitasnya",ac kurang dingin depan lebih perhati fasilitas,6,"dingin, ac, ac dingin, kurang dingin, ac kurang, kurang, ruang, dingin ruang, dingin ac, tidak dingin",netral,0,bermakna,2
Pengaturan suhu ruangan perlu lebih diperhatikan,atur suhu ruang lebih perhati,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",netral,0,bermakna,0
Mungkin tempatnya lebih baik lagi kalau sedikit lebih rapi tatanan ruangannya,tempat lebih baik lebih rapi tatanan ruang,1,"materi, lebih, baik, lebih baik, ajar, depan, cepat, depan lebih, sampai, sampai materi",netral,0,bermakna,0
Menurut saya sudah bagus semua fasilitas dan prasarana yang diberikan selama pelatihan. yang perlu ditingkatkan hanya koneksi internet (Wifi).,bagus fasilitas prasarana latih koneksi internet wifi,4,"latih, fasilitas, ruang, fasilitas latih, ruang fasilitas, wifi, sedia, lebih, sangat, nyaman",positif,1,bermakna,0
Ruangan panas,ruang panas,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",negatif,-1,bermakna,1
khusus di kelas B untuk layar LCD terlalu kecil sehingga untuk yang duduk di belakang tidak kelihatan jelas dan untuk ruangan nya kurang dingin sehingga peserta kurang nyaman karna gerah,khusus kelas b layar lcd duduk tidak ruang kurang dingin serta kurang nyaman gerah,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",negatif,-4,bermakna,3
Mungkin bisa disediakan kabel sambungan lcd (hdmi to vga/sebaliknya) untuk jaga² jika ada peserta yang ingin menggunakan.,sedia kabel sambung lcd hdmi to vgasebaliknya jaga serta,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",positif,1,bermakna,1
ruangan dingin dan bersih,ruang dingin bersih,6,"dingin, ac, ac dingin, kurang dingin, ac kurang, kurang, ruang, dingin ruang, dingin ac, tidak dingin",negatif,-1,bermakna,0
AC pendingin kurang dingin sehingga ruangan terasa panas,ac dingin kurang dingin ruang panas,6,"dingin, ac, ac dingin, kurang dingin, ac kurang, kurang, ruang, dingin ruang, dingin ac, tidak dingin",negatif,-2,bermakna,3
Toilet nya kurang (cuma 1),toilet kurang,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",negatif,-1,bermakna,1
Tempat pelatihan sangat baik,latih sangat baik,3,"sangat, sangat baik, baik, ajar, materi, ajar sangat, materi sangat, uji, latih, serta",netral,0,bermakna,0
Tempat nya sangat memadai,sangat pada,3,"sangat, sangat baik, baik, ajar, materi, ajar sangat, materi sangat, uji, latih, serta",negatif,-1,bermakna,0
wifi peruangan dan ac lebih di tingkatkan,wifi peruang ac lebih tingkat,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",positif,2,bermakna,0
Meja terlalu kecil,meja,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",netral,0,tidak bermakna,0
Meja terlalu kecil,meja,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",netral,0,tidak bermakna,0
Semoga kedepannya Makin di tingkatkan pelayanan serta Fasilitas pelatihan,depan tingkat layan fasilitas latih,4,"latih, fasilitas, ruang, fasilitas latih, ruang fasilitas, wifi, sedia, lebih, sangat, nyaman",positif,1,bermakna,0
Mungkin dapat di ditambah waktu pelatihannya lebih dari 5 hari,tambah latih lebih,4,"latih, fasilitas, ruang, fasilitas latih, ruang fasilitas, wifi, sedia, lebih, sangat, nyaman",positif,2,bermakna,2
Terlalu dingin,dingin,6,"dingin, ac, ac dingin, kurang dingin, ac kurang, kurang, ruang, dingin ruang, dingin ac, tidak dingin",netral,0,tidak bermakna,0
semoga event selanjutnya disediakan wifi yang lancar,event sedia wifi lancar,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",positif,1,bermakna,0
Terkait kritik dan saran saya semoga dapat di adakab kegiatan berikutnya di kota palopo,kait adakab giat kota palopo,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",netral,0,bermakna,0
Sangat baik dan memadai fasilitas dalam pelatihan,sangat baik pada fasilitas latih,4,"latih, fasilitas, ruang, fasilitas latih, ruang fasilitas, wifi, sedia, lebih, sangat, nyaman",negatif,-1,bermakna,0
"Saran saya untuk fasilitas pelatihannya mungkin perlu di tingkatkan terutama pada masalah jaringan, mohon untuk di sediakan.",fasilitas latih tingkat jaring sedia,4,"latih, fasilitas, ruang, fasilitas latih, ruang fasilitas, wifi, sedia, lebih, sangat, nyaman",positif,3,bermakna,0
Semoga kegiatan berikutnya lebih baik lagi,giat lebih baik,1,"materi, lebih, baik, lebih baik, ajar, depan, cepat, depan lebih, sampai, sampai materi",positif,1,bermakna,0
Lengkap,lengkap,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",netral,0,tidak bermakna,0
"Membutuhkan akses jaringan yang lebih baik, baiknya pihak pelaksana menyediakan jaringan",butuh akses jaring lebih baik baik laksana sedia jaring,1,"materi, lebih, baik, lebih baik, ajar, depan, cepat, depan lebih, sampai, sampai materi",positif,4,bermakna,0
di sediakan wifi bagi peserta untuk menunjang aktivitas pada pelatihan sampai uji kompetensi selesai,sedia wifi serta tunjang aktivitas latih uji kompetensi selesai,2,"uji, kompetensi, uji kompetensi, baik, serta, assessor, sangat, uji sangat, sesuai, asesor",positif,5,bermakna,1
wifi kampus nya lemot,wifi kampus lambat berfikir,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",positif,1,bermakna,1
Fasilitas jaringan kurang,fasilitas jaring kurang,4,"latih, fasilitas, ruang, fasilitas latih, ruang fasilitas, wifi, sedia, lebih, sangat, nyaman",netral,0,bermakna,1
Kurang wifi,kurang wifi,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",negatif,-1,bermakna,1
Di maksimalkan lagi untuk tempat duduknya,maksimal duduk,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",positif,1,bermakna,0
Ruangan dan fasilitas pelatihan sudah sangat mendukung dalam melakukan kegiatan pelatihan ini.,ruang fasilitas latih sangat dukung giat latih,4,"latih, fasilitas, ruang, fasilitas latih, ruang fasilitas, wifi, sedia, lebih, sangat, nyaman",netral,0,bermakna,1
Ruangan dan fasilitas yang di sediakan sudah mendukung proses pelatihan berlangsung,ruang fasilitas sedia dukung proses latih,4,"latih, fasilitas, ruang, fasilitas latih, ruang fasilitas, wifi, sedia, lebih, sangat, nyaman",positif,2,bermakna,1
Ruangan nya kurang luas,ruang kurang luas,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",negatif,-1,bermakna,1
jaringan terputus,jaring putus,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",positif,1,bermakna,0
"saran saya kak sering"" adakan pelatihan bgini hehe",adakan latih bgini he,4,"latih, fasilitas, ruang, fasilitas latih, ruang fasilitas, wifi, sedia, lebih, sangat, nyaman",netral,0,bermakna,0
"Kritik :
 1.kursi yang kurang bagus saat melaksanakan pelatihan dan seleksi
 2.kurang bersih
 Saran : 
 1. Tambahkan sandaran di belakang kursi
 2. Sebaiknya sebelum melaksanakan pelatihan dan seleksi ruangan sudah bersih agar peserta nyaman di dalam ruangan.",kursi kurang bagus laksana latih seleksi kurang bersih tambah sandar kursi laksana latih seleksi ruang bersih serta nyaman ruang,4,"latih, fasilitas, ruang, fasilitas latih, ruang fasilitas, wifi, sedia, lebih, sangat, nyaman",negatif,-1,bermakna,4
"Tidak ada jritik, karena ruangan kelas sangat nyaman, mentor yang menyampaikan materi pun sangat baik. 
 Untuk saran sering lakukan kegiatan pelatihan lagi.",tidak jritik ruang kelas sangat nyaman mentor materi sangat baik laku giat latih,3,"sangat, sangat baik, baik, ajar, materi, ajar sangat, materi sangat, uji, latih, serta",negatif,-2,bermakna,0
Kritik dan saran dari saya yaitu kurangnya area untuk istirahat atau refreshment bagi peserta.,kurang area istirahat refreshment serta,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",negatif,-1,bermakna,1
Semakin di tingkatkan kualitas pelatihannya,tingkat kualitas latih,4,"latih, fasilitas, ruang, fasilitas latih, ruang fasilitas, wifi, sedia, lebih, sangat, nyaman",positif,2,bermakna,0
"Saya harap pelatihan ini akan terus berlanjut di kampus cokriaminoto palopo, dan pendaftrannya di kasi bnyak lagi, sebab masi banyak yg ingin daftar namun sudah full.",harap latih lanjut kampus cokriaminoto palopo pendaftrannya kasi bnyak mas daftar full,4,"latih, fasilitas, ruang, fasilitas latih, ruang fasilitas, wifi, sedia, lebih, sangat, nyaman",negatif,-1,bermakna,1
"Posisi tatanan kursi dan meja perlu di perbaiki, karena ada yang tidak menghadap ke tampilan LCD",posisi tatanan kursi meja baik tidak hadap tampil lcd,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",negatif,-1,bermakna,1
Agak jauh ruangan pelatihannya di lantai 3,ruang latih lantai,4,"latih, fasilitas, ruang, fasilitas latih, ruang fasilitas, wifi, sedia, lebih, sangat, nyaman",negatif,-1,bermakna,0
