komentar bermakna,klaster,sentimen,makna
"saran, next kegiatannya lebih dipersiapkan lagi tempat pelatihannya. Kalau bisa seperti 3 tahun yg lalu atau mungkin ruangan pelatihan bisa dicari tempat yg agak luas.",4,positif,bermakna
Kebisingan Dari Outdor AC,7,netral,bermakna
"Seperti gada angin, jadi rasanya ingin mual terus.. Hhehee🙏",7,negatif,bermakna
"Berdebu, kalau bisa Di Hotel.. seperti VSGA tahun tahun SEBELUMNYA KARENA SANGAT MEMUASKAN DAN UANG SAKU SEBELUMNYA SANGAT MEMUASKAN JUGA... TRIMAKASIH🙏",3,positif,bermakna
Toilet umumnya kurang baik,7,negatif,bermakna
Semoga lebih baik,1,positif,bermakna
"Fasilitas Lab Kerang Memadai
 Sara: Bisa di adakan pengadaan fasilitas lab.",4,negatif,bermakna
Dari saya mungkin untuk ruangan selanjutnya bisa lebih diperhatikan suhunya,7,netral,bermakna
"kritik:
 g ada menurut ku krna selama pelatihan tempat maupun alat di fasilitasi
 saran:
 menurut ku saran nya selama pelatihan yang ngajar harus bertanya kepada satu² peserta agar mereka yang malu bertanya bisa mengungkapkan kekeliruan nya",4,positif,bermakna
proyektor dipapan tdk kelihatan jelas,7,negatif,bermakna
Komputernya lain rusak sehingga kedepan harus lengkap dan bagus,7,netral,bermakna
"Tidak adanya akses internet, jadi untuk kedepannya disediakan akses untuk internet, ac pun juga berisik merusak pendengaran yang mengakibatkan ruangan menjadi panas. Space tempat duduk kurang lebar menjadikan badan susah bergerak secara luas.",7,netral,bermakna
"ruangan sangat berisik, dan panas. serta tidak ada akses jaringan",7,netral,bermakna
ruangan harus memiliki cctv,7,netral,bermakna
"alat-alat kebersihan di belakang tdk tersimpan rapi,saran perlu dirapikan atau di pindahkan agar lebih nyaman",7,netral,bermakna
Harus ada pendingin ruangan lg,6,negatif,bermakna
Tdk ada jaringan dan kurang dingin,6,negatif,bermakna
"Ruangan berisik karna suara mesin, ruangan panas di waktu siang AC mati",7,negatif,bermakna
"Pada saat pelatihan saya mengalami kesulitan memahami materi yang di perlihatkan di Infocusnya,karna kurang kelihatan meterinya dan kurang terang",7,negatif,bermakna
"Sarann saya , karenaa di ruangan sya proyektornya kurangg baguss dan apabila kita di belakang jadinya kurangg jelasss , jadi haruss menyediakan proyektorr yang baikk agar penjelasan dan smuanya bwrjalan dengan lancar",7,netral,bermakna
Suara berisik mesin dari belakang kelas,7,negatif,bermakna
Komputer tidak memiliki Akses Internet,7,positif,bermakna
lingkungan nya kotor,7,negatif,bermakna
Update windows dan Microsoft nya,7,netral,bermakna
Usahakan setidaknya mencegah terjadinya masalah dengan listrik supaya tidak padam lagi,7,negatif,bermakna
Ac panas,7,netral,bermakna
Semoga kegiatan ini memiliki banyak variasi lagi,7,positif,bermakna
"kurang nyaman mungkin karena murid"" yang ada d sekolah yang membuat saya tidak nyaman",7,positif,bermakna
Tidak memiliki internet pada komputer,7,netral,bermakna
Tidak disediakan fasilitas wifi/internet,4,netral,bermakna
Ruangannya agak panas sehingga membuat pelatihan sedikit tdk nyaman,4,negatif,bermakna
"Tolong minimal untuk semua di fasilitas untuk di bagusinn,minimal komputer ada Internet",4,negatif,bermakna
Saran saya lebih kembangkan perangkat lunak yang lebih baik.,1,positif,bermakna
Terimah kasih untuk SMKN 2 yang telah menyediakan tempat untuk mengikuti pelatihan VSGA saran dari saya agar ruangan kelas di bersihkan sedikit sekian dan terima kasih,4,negatif,bermakna
Ruangan yang digunakan sudah Baik dan fasilitas yang ada juga sudah memadai,4,negatif,bermakna
"Harus Lebih tertata rapih, dan kebersihan di atas meja perlu di perhatikan 2 minggu sekali, agar ruangan lab dan alat"" komputer tetap baik",7,netral,bermakna
Ruangan nya bersih dan nyaman. Fasilitas yg diberikan juga sangat baik,3,netral,bermakna
Ruangan yang lebih luas dan memiliki papan tulis yang bersih agar bisa dipakai untuk Proyektor,7,positif,bermakna
semoga kedepan nya bisa lebih baik lagi,1,positif,bermakna
Kurang memuaskan,7,netral,bermakna
Saran dari saya adalah untuk menambahkan materi terkait dengan vector art,1,positif,bermakna
Baiknya jika dalam ruangan ada Layar untuk Infokus/Proyektor,7,negatif,bermakna
Perlunya koneksi internet dikarenakan para peserta ada yang tidak mempunyai kuota internet,7,negatif,bermakna
"Penggunaan komputer pada lab sekolah kurang efisien bagi teman-teman yang tidak mempunyai laptop, jadi agak sulit untuk mengikuti materi dengan nyaman",7,positif,bermakna
"Ruangan kurang dingin padahal AC 2, Makin sering untuk diselenggarakan kegiatan seperti ini",6,negatif,bermakna
"Beberapa komputer tidak bisa digunakan, ruangan tidak kedap suara, jadi bising dari luar sangat mengganggu pada saat pelatihan",4,negatif,bermakna
Ruangan nyaman fasilitas okeh,4,netral,bermakna
"Kalo untuk ruang sudah ok, dan disini saya mau sampaikan bawah, ada satu yang kekurangan yaah itu tambakan orang untuk di pelajari peserta, karena satu orang saja tidak cukup, supaya satu orang pemateri 2 atau 3 lainnya jadi pengarah buat peserta. 
 Terimakasih",7,negatif,bermakna
Semoga kedepannya ada kegiatan yang bermanfaat lagi dari vgsa untuk memotivasikan untuk semangat dan bersaing dalam dunia kerja.,7,positif,bermakna
"Karna kebanyakan pelatihan digitalent sifatnya berhubungan dengan internet, alangkah lebih baik diberi akses internet tambahan yg memadai untuk perserta sebagai cadangan agar bisa mengikuti intruksi dan kegiatan dengan lebih maksimal.",4,positif,bermakna
lebih di permantap lagi ajaaa,7,positif,bermakna
kue nya (panada) keras,7,netral,bermakna
Makanan hari ke 4 ayamnya Asin Bu,5,netral,bermakna
ayam hari terakhir asin banget 🤭,7,netral,bermakna
Tingkatkan rasa makanannya,5,positif,bermakna
Kurang Air.,7,negatif,bermakna
harap tiap harinya menu nya berubah,7,netral,bermakna
Ayam di pelatihan hari ke 4 terlalu asin,4,netral,bermakna
Konsumsinya mantep,7,positif,bermakna
mungkin buahnya bisa divariasikan lagi tpi sejauh ini makanannya enak,5,netral,bermakna
"Saran: pencuci mulut ( buah ) lebih di fariasikan
 Krtik: tidak ada",7,negatif,bermakna
Untuk makanan tidak perlu mewah yang penting rasa nya enak,5,negatif,bermakna
Mantap.. Cuman kurang kopi pada jam Coffebreak,7,negatif,bermakna
Mungkin buahnya bisa divariasikan,7,netral,bermakna
porsi nasinya terlalu banyak,7,positif,bermakna
Ayam nya asin,7,netral,bermakna
Makanan ada yang terlalu asin,5,netral,bermakna
The bestttt lahh komsumsinya,7,netral,bermakna
Porsi nasi terlalu banyak,7,positif,bermakna
mungkin untuk kedepannya penggunaan sendoknya lebih tahan,7,positif,bermakna
Saran nasinya dua kotak xixi,7,netral,bermakna
air minum nya kurang,7,negatif,bermakna
Maaf ya kak kemarin ayam kecap nya terlalu asin :),7,negatif,bermakna
rendangnya sedikit daging rendangnya juga agak keras😁tapi rasanya mantap👍,7,positif,bermakna
Kurang Air.,7,negatif,bermakna
pengantaran makanan pada saat istirahat mkan siang kadang telat,5,positif,bermakna
"Kurang air minum, sehingga sulit mengakses minuman yang cukup",7,negatif,bermakna
Selebihnya sudah bagus dan enak. Hanya saja untuk makan siang hari ke 4 ada kekurangan seperti keasinan. Terimakasih,5,netral,bermakna
"Makanan datang tepat waktu, enak, tapi kurang air",5,negatif,bermakna
Ganti daging terus,0,netral,bermakna
Tidak ada ayam crispy,7,negatif,bermakna
Makanannya enak cuman di hari pertama antri nya lama karena dikumpul disatu tempat tapi setelah itu sudah baik karena dibagikan di kelas masing masing,5,negatif,bermakna
baiknya disediakan takjil buka puasa,7,netral,bermakna
kurang snack,7,negatif,bermakna
makanan pertama basi,5,negatif,bermakna
"Takjil nya menghilang, tahun kemarin adaji",7,netral,bermakna
Terlalu cepat di sajikan sehingga pas buka puasa saat di makan nasinya jadi keras,5,positif,bermakna
Sayur selalu basi,7,negatif,bermakna
sayurnya selalu basi :(,7,negatif,bermakna
tidak suka yang ayam berkuah nyA,7,negatif,bermakna
Ada beberapa lauk yang kadang udah agak mau basi ketika dibawa untuk konsumsi berbuka,7,netral,bermakna
"untuk makanan mungkin bisa jangan yang bersantan atau kemungkinan cepat basi, karena bulan puasa jadi waktu jam 6 saya makan ada sedikit rasa kecut",5,negatif,bermakna
"Makanannya terlalu cepat disiapkan, jadi ketika buka sayurnya sudah agak basi",5,netral,bermakna
Hari pertama ayamnya basi,7,negatif,bermakna
sayurnya basi,7,negatif,bermakna
Semoga nasi nya di perbanyak,7,positif,bermakna
Tambahkan snack,7,positif,bermakna
Agar tidak terlalu cepat dibagikan untuk yang puasa,7,negatif,bermakna
Pernah sekali makanan yg dibagikan basi tdk layak konsumsi,5,negatif,bermakna
"sudah baik, tapi kurang takjilnya kak, tahun lalu ada🤣",7,negatif,bermakna
"Lauk kadang basi pas untuk buka puasa , penyajian terlalu cepat",7,positif,bermakna
Pembungkus makann yang harus diganti karena tidk kokoh,0,netral,bermakna
dipertahankan dan lebih di tingkatkan,7,positif,bermakna
Pemilihan makanan yang tidak mudah basi,5,negatif,bermakna
Porsinya sudah sangat cukup tapi sayurnya selalu cepat basi,7,netral,bermakna
Walaupun di makan saat berbuka. Yah lumayan,5,netral,bermakna
sarannya sebaiknya makanan yang disajikan seperti pelatihan sebelumnya,5,positif,bermakna
agar membantu mengurangi penggunaan kantong plastik boleh di ganti dengan paper bag,0,positif,bermakna
Semoga pelatihan selanjutnya ada snack wkwk,4,positif,bermakna
Saran bagi yang berpuasa toling di tambahkan makanan pencuci mulut,5,negatif,bermakna
Saran ketika di adakan d bulan ramadhan usahakan bedakan penyajian makanan bagi yang berpuasa sehingga pada saat di makan untuk buka puasa smua lauknya masih bisa d komsumsi dengan baik krn beberapa lauk kmrn sama skli tidak dapat d komsumsi,5,negatif,bermakna
Kurang banyak porsinya,7,netral,bermakna
minumannya kurang berasa hehe,7,negatif,bermakna
"Sarannya selain mendapatkan makanan berat, semoga pelatihan-pelatihan selanjutnya dapat snack box juga",5,netral,bermakna
"Catering tahun lalu sangat baik, berbeda dengan sekarang",3,negatif,bermakna
Perlu ditingkatkan lagi variasi menunya,7,netral,bermakna
Tamabahkan makanan pencuci mulut,5,negatif,bermakna
"Kadang ada jenis lauk yang basi,saran kurangi makanan berkuah atau ada santannya",5,netral,bermakna
Waktu penyajian terlalu cepat dikarenakan orang puasa.🙏,7,netral,bermakna
Saran tetap mmdengan makanan glory,5,netral,bermakna
Saran saya untuk menambahkan minuman kemasan botol,7,negatif,bermakna
Nasinya agak keras,7,positif,bermakna
"Makanannya cocok untuk santapan buka puasa, bisa tahan lama sampai buka puasa. Hanya saja dihari kedua ayamnya berkuah, mungkin untuk santapan buka puasa tidak makanan ini tidak cocok karena tidak tahan lama.",5,negatif,bermakna
Kurang buah-buahan,7,negatif,bermakna
Kurangi penggunaan plastik,7,netral,bermakna
"Maaf bnget, tpi lauk hari pertama dan kedua ada yg basi",7,negatif,bermakna
rasa makanan yang disajikan terkadang ada yang memiki rasa yang kurang enak untuk dimakan,5,positif,bermakna
Kritik saya mungkin untuk nasinya lebih ditambah porsinya,7,positif,bermakna
Makanannya seharusnya lebih banyak 1 orang 3 dos,5,positif,bermakna
makanan diberikan pagi hari pelatihan jadi makanan yang di bawa pulang sudah dingin.,5,netral,bermakna
Tumben kak tidak ada snack nya hehehhe,7,negatif,bermakna
terlalu cept dibagikan jadi makanan cepat dingin,5,netral,bermakna
Banyakin dikit hehe,7,negatif,bermakna
Mungkin untuk varian menu/lauk mungkin bisa lebih baik,1,positif,bermakna
pas buka puasa sup nya sudah mulai agak masam,7,netral,bermakna
Sebaiknya di uangkan daripada basi tgg buka puasa,7,negatif,bermakna
Sekali kali rendang min hehehe🤭,7,netral,bermakna
Mungkin lauk nya di bungkussin aja biar ngga terhamburkan saat di bawa,7,negatif,bermakna
Tambahin yang manis manis,7,netral,bermakna
"Enak, tapi mohon maaf ada beberapa menu yang sudah nd bisa di makan",5,netral,bermakna
Makanannya disajikan sore hari bagi yang berpuasa,5,netral,bermakna
"saran saya ada baiknya menghindari masakan yg cepat basi seperti yang bersantan, karena mayoritas teman teman menyantap nya setelah berbuka puasa.",7,negatif,bermakna
Lokasi pengambilan terlalu jauh,7,negatif,bermakna
Sebaiknya menu makanan yang dipilih adalah makanan yang tidak ceoat basi,5,negatif,bermakna
Sayurnya kadang basi,7,netral,bermakna
Rindu makanan vsga tahun lalu,5,netral,bermakna
makanannya bervariasi sehingga porsi sangat cukup tapi sayurnya cepat basi,5,netral,bermakna
Yg pelatihan kali ini tidak ada kue dos nya minn wkwk,7,netral,bermakna
Saran untuk bulan ramadhan lauknya jangan yang cepat basi :),7,negatif,bermakna
"Air gelasnya bisa diganti dengan botol yg kecil, nanggung kalo air gelas",0,negatif,bermakna
Beberapa kali isi makanan tidak dibungkus plastik kecil sehingga beberapa makanan tertumpah saat dijalan,5,negatif,bermakna
Enak tapi kurang kue dos nya seperti pelatihan lainnya,7,negatif,bermakna
sebaiknya makanan tidak cepat dibagikan,5,negatif,bermakna
kurang takjil hehe,7,negatif,bermakna
lebihh banyak lagi porsinya,7,positif,bermakna
"Maaf banget kak, tpi lauk hari pertama dan kedua ada yang basi:)",7,negatif,bermakna
Kurang kue dos nya hehe,7,negatif,bermakna
Porsi kurang,7,netral,bermakna
Ngaret terkait penutupan,7,positif,bermakna
kurang kuenyaaaa :(((,7,negatif,bermakna
Sedikit kritik waktu hari pertama ayam nya agak basi sikit krn di campur sama santar jdi yg buka puasa itu ayamnya sudah agak basi sikit :),7,negatif,bermakna
"Hari ke 4 disajikan ikan kak, banyak orng yang ngak suka ikan termasuk saya. :)",7,positif,bermakna
Baiknya makanan yang tidak cepat basi,5,negatif,bermakna
Lebih bervariasi,7,positif,bermakna
Kadang ada makanan yang basi,5,netral,bermakna
"Makanan sebenarnya sudah bagus, akan tetapi karena kita berpuasa jdinya makanan sudah dingin",5,negatif,bermakna
"Makanannya disajikan sebelum sore hari bagi yang berpuasa, jadi sebaiknya tidak menggunakan makanan berkuah",5,negatif,bermakna
Makanannya belum tentu tahan untuk sampai berbuka,5,netral,bermakna
"Saya sebagai nonmuslim meski dibulan puasa, panitia sudah memberikan konsusmsi di jam makan siang dengan baik.. seterusnya semoga selalu seperti itu",5,negatif,bermakna
"masih hambar, lain kali ganti catering",0,negatif,bermakna
"mantapp, adakah pa'buka?",7,netral,bermakna
Kurang kue dos nyaa kk,7,negatif,bermakna
"sebaiknya makanan lebih diperhatikan lagi, karena ada beberapa lauk yang sudah bau saat dibawa pulang kerumah dan dimakan pada saat berbuka puasa",5,netral,bermakna
Memancing untuk buka,7,netral,bermakna
Kadang makanannya basi kalau di makan waktu berbuka,5,netral,bermakna
Catering tahun lalu lebih baik,1,positif,bermakna
Nasi nya kalau bisa agak tambah dikit agar kenyang,7,positif,bermakna
Minuman dapat diberikan yang dalam kemasan botol,7,negatif,bermakna
Sayur nya sudah basi saat buka,7,negatif,bermakna
"Karena saya puasa, makanannya sudah dingin waktu saya santap",5,negatif,bermakna
Mohon maaf untuk makanannya rasanya kurang,5,negatif,bermakna
semoga kelayakan sayur ditingkatkan,7,netral,bermakna
Suka telat diinfokan soal makan siangnyabagi yang tidak puasa,5,negatif,bermakna
"Makanannya kalau udah buka puasa sudah basi lauknya,mohon maaf sebelumnya 😭😭",5,negatif,bermakna
Semoga sayurnya tidak cepat basi untuk kami yg berbuka puasa,7,negatif,bermakna
"Karena kegiatan dilaksanakan di bulan puasa, sayurnya biasa basi ketika waktu berbuka.",7,negatif,bermakna
"Makanannya lumayan irit, porsinya dikit, semoga kedepannya dimaksimalkan lagi",5,positif,bermakna
"Terkait makanan yang disediakan, kalo soal rasa lumayanlah. Hanya sj di waktu penyajian makanannya itu saya terlalu cepat.. apalagi sekarang kan bulan ramadhan, jadi kalo makanan nya di simpan sampai magrib/buka, itu sayurnya sudah basi. Jadi saran dari saya, mungkin bisa di ganti saja menunya. Kalo pelatihannya di bulan ramadhan lagi, dan kalo masih dapat kesempatan untuk ikut. Hehehe",5,positif,bermakna
Kurang sayur kangkung,7,negatif,bermakna
hari pertama makanan basi:(,5,negatif,bermakna
Mungkin bisa ditambah cemilan,7,positif,bermakna
untuk di pake berbuka makanannya sudah kurang enak baunya,5,negatif,bermakna
Kurang Snack,7,negatif,bermakna
Kritik sedikit mungkin makanan terlalu cepat di ambil di ketring untuk yg sedang berpuasa jdi terkadang lauknya ada basi,5,negatif,bermakna
"Terimakasih makanan nya, semoga ditambah kue perkuean",5,positif,bermakna
"Terimakasih untuk menu makanannya, tapi disarankan jika bulan ramadhan makanan nya jangan disajikan terlalu cepat🤗",5,positif,bermakna
Untuk makanannya sudah mantul tapi nasinya kurang hehehe,5,netral,bermakna
Hari pertama ayamnya basi,7,negatif,bermakna
Sejauh ini makanan di sajikan dengan baik,5,positif,bermakna
suka ayam kremes nya,7,netral,bermakna
Sayur nya cepat basi untuk kita yg buka puasa,7,negatif,bermakna
Tolong sediakan makanan yang tidak mudah basi,5,negatif,bermakna
Kurang kuenya,7,negatif,bermakna
Tidk seperti pelatihan sebelumnya,4,netral,bermakna
mungkin dipikirkan soal basi atau tidaknya makanan tersebut jika dibagikan pada saat mendekati berbuka,5,negatif,bermakna
"Mungkin ditingkatkan lagi soal penyajian makanannya, dari tahun ke tahun semakin menurun",5,positif,bermakna
"Makanan yang di bawakan kepada kami dingin sehingga kurang nikmat untuk kami makan, memperhatikan kehangatan makanan yang akan kami konsumsi",5,netral,bermakna
mngkin bisa dipertimbangkan tentang basi atau tidaknya karena dimakan saat sudah buka sedangkan disediakan saat siang,5,negatif,bermakna
